sentence_id,lang,similarity
4815,Russian,0.9433
4816,Russian,0.8751
4817,Russian,1.0
4818,Russian,0.9109
4819,Russian,0.9276
4820,Russian,0.8757
4821,Russian,0.9135
4822,Russian,0.907
4823,Russian,0.9578
4824,Russian,0.9278
4825,Russian,0.8901
4826,Russian,0.9288
4827,Russian,0.9517
4828,Russian,0.9123
4829,Russian,0.9152
4830,Russian,0.9235
4831,Russian,0.9466
4832,Russian,0.9176
4833,Russian,0.8718
4834,Russian,0.8888
4835,Russian,0.8759
4836,Russian,0.9219
4837,Russian,0.8961
4838,Russian,0.8838
4839,Russian,0.9324
4840,Russian,0.884
4841,Russian,0.8514
4842,Russian,0.9389
4843,Russian,0.9356
4844,Russian,0.9037
4845,Russian,0.9551
4846,Russian,0.9579
4847,Russian,0.8491
4848,Russian,0.9458
4849,Russian,0.9411
4850,Russian,0.8918
4851,Russian,0.8541
4852,Russian,0.9418
4853,Russian,0.9261
4854,Russian,0.9352
4855,Russian,0.9321
4856,Russian,0.9184
4857,Russian,0.9164
4858,Russian,0.8876
4859,Russian,0.9133
4860,Russian,0.9515
4861,Russian,0.9423
4862,Russian,0.9565
4863,Russian,0.8923
4864,Russian,0.9477
4865,Russian,0.875
4866,Russian,0.8106
4867,Russian,0.9215
4868,Russian,0.8457
4869,Russian,0.8861
4870,Russian,0.91
4871,Russian,0.9391
4872,Russian,0.8896
4873,Russian,0.9379
4874,Russian,0.9123
4875,Russian,0.8922
4876,Russian,0.9579
4877,Russian,0.882
4878,Russian,0.9391
4879,Russian,0.9311
4880,Russian,0.8954
4881,Russian,0.9544
4882,Russian,0.9168
4883,Russian,0.9301
4884,Russian,0.8997
4885,Russian,0.8872
4886,Russian,0.9397
4887,Russian,0.9123
4888,Russian,0.8083
4889,Russian,0.8942
4890,Russian,0.8941
4891,Russian,0.9921
4892,Russian,0.946
4893,Russian,0.9432
4894,Russian,0.9101
4895,Russian,0.9598
4896,Russian,0.8913
4897,Russian,0.8545
4898,Russian,0.9217
4899,Russian,0.8978
4900,Russian,0.8769
4901,Russian,0.8684
4902,Russian,0.8908
4903,Russian,0.9426
4904,Russian,0.942
4905,Russian,0.9228
4906,Russian,0.9439
4907,Russian,0.9466
4908,Russian,0.9314
4909,Russian,0.9611
4910,Russian,0.9532
4911,Russian,0.8853
4912,Russian,0.933
4913,Russian,0.9486
4914,Russian,0.9278
4915,Russian,0.9204
4916,Russian,0.925
4917,Russian,0.9583
4918,Russian,0.9481
4919,Russian,0.9274
4920,Russian,0.8121
4921,Russian,0.9069
4922,Russian,0.8291
4923,Russian,0.9033
4924,Russian,0.9531
4925,Russian,0.931
4926,Russian,0.9222
4927,Russian,0.9221
4928,Russian,0.8899
4929,Russian,0.9083
4930,Russian,0.9387
4931,Russian,0.9434
4932,Russian,0.9076
4933,Russian,0.95
4934,Russian,0.9012
4935,Russian,0.9011
4936,Russian,0.9519
4937,Russian,0.837
4938,Russian,0.8452
4939,Russian,0.8931
4940,Russian,0.9271
4941,Russian,0.9013
4942,Russian,0.9595
4943,Russian,0.9119
4944,Russian,0.9257
4945,Russian,0.8821
4946,Russian,0.9158
4947,Russian,0.8907
4948,Russian,0.9134
4949,Russian,0.9493
4950,Russian,0.9543
4951,Russian,0.8424
4952,Russian,0.9055
4953,Russian,0.9126
4954,Russian,0.8959
4955,Russian,0.9193
4956,Russian,0.9121
4957,Russian,0.9293
4958,Russian,0.8885
4959,Russian,0.8696
4960,Russian,0.9336
4961,Russian,0.9378
4962,Russian,0.9326
4963,Russian,0.918
4964,Russian,0.9307
4965,Russian,0.9306
4966,Russian,0.8203
4967,Russian,0.8923
4968,Russian,0.936
4969,Russian,0.9185
4970,Russian,0.8884
4971,Russian,0.9201
4972,Russian,0.9252
4973,Russian,0.918
4974,Russian,0.8482
4975,Russian,0.9253
4976,Russian,0.9199
4977,Russian,0.9394
4978,Russian,0.9475
4979,Russian,0.905
4980,Russian,0.8497
4981,Russian,0.9621
4982,Russian,0.8673
4983,Russian,0.9386
4984,Russian,0.9408
4985,Russian,0.9568
4986,Russian,0.9501
4987,Russian,0.9179
4988,Russian,0.969
4989,Russian,0.9408
4990,Russian,0.9418
4991,Russian,0.9692
4992,Russian,0.9537
4993,Russian,0.9433
4994,Russian,0.8165
4995,Russian,0.9057
4996,Russian,0.8727
4997,Russian,0.8417
4998,Russian,0.8556
4999,Russian,0.88
5000,Russian,0.895
5001,Russian,0.8998
5002,Russian,0.923
5003,Russian,0.9191
5004,Russian,0.8686
5005,Russian,0.9317
5006,Russian,0.9475
5007,Russian,0.8924
5008,Russian,0.9515
5009,Russian,0.7731
5010,Russian,0.9576
5011,Russian,0.8839
5012,Russian,0.9402
5013,Russian,0.9275
5014,Russian,0.8863
5015,Russian,0.9559
5016,Russian,0.9023
5017,Russian,0.8576
5018,Russian,0.8926
5019,Russian,0.8778
5020,Russian,0.9345
5021,Russian,0.9182
5022,Russian,0.9193
5023,Russian,0.9022
5024,Russian,0.9202
5025,Russian,0.9422
5026,Russian,0.9204
5027,Russian,0.8922
5028,Russian,0.9535
5029,Russian,0.8458
5030,Russian,0.9106
5031,Russian,0.9451
5032,Russian,0.8898
5033,Russian,0.9227
5034,Russian,0.9435
5035,Russian,0.9371
5036,Russian,0.9488
5037,Russian,0.9497
5038,Russian,0.9093
5039,Russian,0.8609
5040,Russian,0.88
5041,Russian,0.9586
5042,Russian,0.8387
5043,Russian,0.8812
5044,Russian,0.9511
5045,Russian,0.9448
5046,Russian,0.9456
5047,Russian,0.7786
5048,Russian,0.9187
5049,Russian,0.8907
5050,Russian,0.8394
5051,Russian,0.9046
5052,Russian,0.8808
5053,Russian,0.9327
5054,Russian,0.9222
5055,Russian,0.883
5056,Russian,0.9112
5057,Russian,0.9439
5058,Russian,0.9591
5059,Russian,0.9327
5060,Russian,0.9071
5061,Russian,0.9089
5062,Russian,0.9535
5063,Russian,0.9413
5064,Russian,0.8593
5065,Russian,0.927
5066,Russian,0.8014
5067,Russian,0.8846
5068,Russian,0.9007
5069,Russian,0.8577
5070,Russian,0.9579
5071,Russian,0.8832
5072,Russian,0.8727
5073,Russian,0.9467
5074,Russian,0.901
5075,Russian,0.9333
5076,Russian,0.7694
5077,Russian,0.8981
5078,Russian,0.9291
5079,Russian,0.887
5080,Russian,0.9097
5081,Russian,0.9574
5082,Russian,0.8886
5083,Russian,0.9308
5084,Russian,0.9146
5085,Russian,0.9322
5086,Russian,0.9004
5087,Russian,0.8908
5088,Russian,0.8948
5089,Russian,0.7933
5090,Russian,0.9274
5091,Russian,0.8264
5092,Russian,0.9133
5093,Russian,0.9501
5094,Russian,0.8496
5095,Russian,0.9438
5096,Russian,0.9675
5097,Russian,0.9184
5098,Russian,0.8228
5099,Russian,0.9288
5100,Russian,0.9392
5101,Russian,0.9301
5102,Russian,0.8651
5103,Russian,0.9561
5104,Russian,0.9088
5105,Russian,0.9172
5106,Russian,0.8948
5107,Russian,0.8767
5108,Russian,0.968
5109,Russian,0.9282
5110,Russian,0.8985
5111,Russian,0.8856
5112,Russian,0.9476
5113,Russian,0.929
5114,Russian,0.9459
5115,Russian,0.8932
5116,Russian,0.8932
5117,Russian,0.8496
5118,Russian,0.9507
5119,Russian,0.9467
5120,Russian,0.8969
5121,Russian,0.9614
5122,Russian,0.8071
5123,Russian,0.9248
5124,Russian,0.896
5125,Russian,0.9382
5126,Russian,0.8159
5127,Russian,0.928
5128,Russian,0.8897
5129,Russian,0.9515
5130,Russian,0.9098
5131,Russian,0.9419
5132,Russian,0.9061
5133,Russian,0.9268
5134,Russian,0.9002
5135,Russian,0.9497
5136,Russian,0.9528
5137,Russian,0.9445
5138,Russian,0.8989
5139,Russian,0.8737
5140,Russian,0.9377
5141,Russian,0.8579
5142,Russian,0.9258
5143,Russian,0.8461
5144,Russian,0.9405
5145,Russian,0.9588
5146,Russian,0.9551
5147,Russian,0.9235
5148,Russian,0.8414
5149,Russian,0.8701
5150,Russian,0.8601
5151,Russian,0.9161
5152,Russian,0.9602
5153,Russian,0.9319
5154,Russian,0.9752
5155,Russian,0.8964
5156,Russian,0.9605
5157,Russian,0.9631
5158,Russian,0.905
5159,Russian,0.972
5160,Russian,0.8967
5161,Russian,0.8034
5162,Russian,0.9205
5163,Russian,0.8861
5164,Russian,0.933
5165,Russian,0.9384
5166,Russian,0.8932
5167,Russian,0.9019
5168,Russian,0.9375
5169,Russian,0.9349
5170,Russian,0.9319
5171,Russian,0.9022
5172,Russian,0.9319
5173,Russian,0.8415
5174,Russian,0.931
5175,Russian,0.931
5176,Russian,0.9065
5177,Russian,0.8849
5178,Russian,0.8909
5179,Russian,0.9362
5180,Russian,0.8244
5181,Russian,0.9438
5182,Russian,0.9478
5183,Russian,0.9373
5184,Russian,0.961
5185,Russian,0.9066
5186,Russian,0.9722
5187,Russian,0.923
5188,Russian,0.9503
5189,Russian,0.9568
5190,Russian,0.9411
5191,Russian,0.8768
5192,Russian,0.8841
5193,Russian,0.9093
5194,Russian,0.9044
5195,Russian,0.9237
5196,Russian,0.948
5197,Russian,0.9044
5198,Russian,0.8652
5199,Russian,0.8664
5200,Russian,0.9476
5201,Russian,0.9463
5202,Russian,0.8253
5203,Russian,0.8155
5204,Russian,0.9265
5205,Russian,0.9356
5206,Russian,0.8928
5207,Russian,0.9336
5208,Russian,0.8767
5209,Russian,0.9024
5210,Russian,0.9049
5211,Russian,0.9397
5212,Russian,0.9334
5213,Russian,0.9489
5214,Russian,0.952
5215,Russian,0.9421
5216,Russian,0.9549
5217,Russian,0.9036
5218,Russian,0.8742
5219,Russian,0.8538
5220,Russian,0.9234
5221,Russian,0.8522
5222,Russian,0.8729
5223,Russian,0.9407
5224,Russian,0.9497
5225,Russian,0.8382
5226,Russian,0.9397
5227,Russian,0.9501
5228,Russian,0.9387
5229,Russian,0.9367
5230,Russian,0.9287
5231,Russian,0.9304
5232,Russian,0.9378
5233,Russian,0.9505
5234,Russian,0.8865
5235,Russian,0.8996
5236,Russian,0.9199
5237,Russian,0.8796
5238,Russian,0.9316
5239,Russian,0.9335
5240,Russian,0.9488
5241,Russian,0.7803
5242,Russian,0.8775
5243,Russian,0.9317
5244,Russian,0.9204
5245,Russian,0.8943
5246,Russian,0.9581
5247,Russian,0.9376
5248,Russian,0.9435
5249,Russian,0.9577
5250,Russian,0.964
5251,Russian,0.9573
5252,Russian,0.9551
5253,Russian,0.9325
5254,Russian,0.9408
5255,Russian,0.9111
5256,Russian,0.9478
5257,Russian,0.9396
5258,Russian,0.8539
5259,Russian,0.9591
5260,Russian,0.8264
5261,Russian,0.9391
5262,Russian,0.908
5263,Russian,0.9082
5264,Russian,0.8824
5265,Russian,0.9082
5266,Russian,0.853
5267,Russian,0.9484
5268,Russian,0.9225
5269,Russian,0.9215
5270,Russian,0.938
5271,Russian,0.8928
5272,Russian,0.9363
5273,Russian,0.9345
5274,Russian,0.8814
5275,Russian,0.9198
5276,Russian,0.9107
5277,Russian,0.9029
5278,Russian,0.9457
5279,Russian,0.9321
5280,Russian,0.796
5281,Russian,0.9301
5282,Russian,0.9565
5283,Russian,0.9087
5284,Russian,0.9311
5285,Russian,0.8596
5286,Russian,0.9247
5287,Russian,0.912
5288,Russian,0.9478
5289,Russian,0.8772
5290,Russian,0.8471
5291,Russian,0.9283
5292,Russian,0.8807
5293,Russian,0.9155
5294,Russian,0.8949
5295,Russian,0.8158
5296,Russian,0.8542
5297,Russian,0.9573
5298,Russian,0.8726
5299,Russian,0.8778
5300,Russian,0.923
5301,Russian,0.9582
5302,Russian,0.8208
5303,Russian,0.9399
5304,Russian,0.8993
5305,Russian,0.8576
5306,Russian,0.9251
5307,Russian,0.9376
5308,Russian,0.9529
5309,Russian,0.9187
5310,Russian,0.9562
5311,Russian,0.9283
5312,Russian,0.9347
5313,Russian,0.8045
5314,Russian,0.8463
5315,Russian,0.933
5316,Russian,0.8439
5317,Russian,0.9683
5318,Russian,0.9342
5319,Russian,0.9438
5320,Russian,0.918
5321,Russian,0.8324
5322,Russian,0.9394
5323,Russian,0.949
5324,Russian,0.9392
5325,Russian,0.9311
5326,Russian,0.9057
5327,Russian,0.88
5328,Russian,0.9124
5329,Russian,0.9378
5330,Russian,0.9368
5331,Russian,0.8411
5332,Russian,0.9259
5333,Russian,0.8436
5334,Russian,0.9279
5335,Russian,0.9361
5336,Russian,0.9158
5337,Russian,0.9093
5338,Russian,0.9195
5339,Russian,0.8862
5340,Russian,0.9046
5341,Russian,0.9485
5342,Russian,0.935
5343,Russian,0.879
5344,Russian,0.7709
5345,Russian,0.865
5346,Russian,0.9399
5347,Russian,0.9032
5348,Russian,0.9358
5349,Russian,0.925
5350,Russian,0.9572
5351,Russian,0.8499
5352,Russian,0.9158
5353,Russian,0.8397
5354,Russian,0.8812
5355,Russian,0.8855
5356,Russian,0.8877
5357,Russian,0.9448
5358,Russian,0.9132
5359,Russian,0.9597
5360,Russian,0.9292
5361,Russian,0.9196
5362,Russian,0.8954
5363,Russian,0.8525
5364,Russian,0.9435
5365,Russian,0.8499
5366,Russian,0.8765
5367,Russian,0.872
5368,Russian,0.8147
5369,Russian,0.9449
5370,Russian,0.8653
5371,Russian,0.9168
5372,Russian,0.97
5373,Russian,0.9059
5374,Russian,0.8447
5375,Russian,0.9233
5376,Russian,0.8873
5377,Russian,0.9681
5378,Russian,0.92
5379,Russian,0.8395
5380,Russian,0.9451
5381,Russian,0.9169
5382,Russian,0.9164
5383,Russian,0.9041
5384,Russian,0.9607
5385,Russian,0.8971
5386,Russian,0.9082
5387,Russian,0.8743
5388,Russian,0.949
5389,Russian,0.8889
5390,Russian,0.953
5391,Russian,0.8194
5392,Russian,0.8781
5393,Russian,0.8945
5394,Russian,0.9203
5395,Russian,0.9038
5396,Russian,0.8647
5397,Russian,0.8111
5398,Russian,0.9101
5399,Russian,0.8749
5400,Russian,0.9364
5401,Russian,0.795
5402,Russian,0.8316
5403,Russian,0.9119
5404,Russian,0.8512
5405,Russian,0.9256
5406,Russian,0.8542
5407,Russian,0.8326
5408,Russian,0.9652
5409,Russian,0.8524
5410,Russian,0.951
5411,Russian,0.9339
5412,Russian,0.8961
5413,Russian,0.9168
5414,Russian,0.9182
5415,Russian,0.8764
5416,Russian,0.9527
5417,Russian,0.9402
5418,Russian,0.935
5419,Russian,0.9193
5420,Russian,0.9334
5421,Russian,0.9207
5422,Russian,0.936
5423,Russian,0.9052
5424,Russian,0.9101
5425,Russian,0.9571
5426,Russian,0.9292
5427,Russian,0.9059
5428,Russian,0.9514
5429,Russian,0.8945
5430,Russian,0.9305
5431,Russian,0.8975
5432,Russian,0.9258
5433,Russian,0.8845
5434,Russian,0.8909
5435,Russian,0.8521
5436,Russian,0.8298
5437,Russian,0.8771
5438,Russian,0.8794
5439,Russian,0.9401
5440,Russian,0.8874
5441,Russian,0.9477
5442,Russian,0.9356
5443,Russian,0.8635
5444,Russian,0.9379
5445,Russian,0.9356
5446,Russian,0.7874
5447,Russian,0.9474
5448,Russian,0.9309
5449,Russian,0.9383
5450,Russian,0.9073
5451,Russian,0.9205
5452,Russian,0.9158
5453,Russian,0.9276
5454,Russian,0.897
5455,Russian,0.8401
5456,Russian,0.9325
5457,Russian,0.9204
5458,Russian,0.8206
5459,Russian,0.8329
5460,Russian,0.8795
5461,Russian,0.9421
5462,Russian,0.93
5463,Russian,0.8783
5464,Russian,0.9273
5465,Russian,0.8817
5466,Russian,0.9457
5467,Russian,0.9366
5468,Russian,0.9341
5469,Russian,0.9288
5470,Russian,0.879
5471,Russian,0.936
5472,Russian,0.8857
5473,Russian,0.8852
5474,Russian,0.9264
5475,Russian,0.8806
5476,Russian,0.8011
5477,Russian,0.9199
5478,Russian,0.9423
5479,Russian,0.9343
5480,Russian,0.8712
5481,Russian,0.8711
5482,Russian,0.9331
5483,Russian,0.9007
5484,Russian,0.9161
5485,Russian,0.9106
5486,Russian,0.9514
5487,Russian,0.8876
5488,Russian,0.8547
5489,Russian,0.8789
5490,Russian,0.8962
5491,Russian,0.9475
5492,Russian,0.9449
5493,Russian,0.9513
5494,Russian,0.9151
5495,Russian,0.9291
5496,Russian,0.9478
5497,Russian,0.8879
5498,Russian,0.9381
5499,Russian,0.8961
5500,Russian,0.9401
5501,Russian,0.9596
5502,Russian,0.908
5503,Russian,0.9656
5504,Russian,0.9514
5505,Russian,0.9492
5506,Russian,0.9106
5507,Russian,0.9006
5508,Russian,0.8767
5509,Russian,0.9421
5510,Russian,0.8865
5511,Russian,0.9622
5512,Russian,0.9389
5513,Russian,0.8332
5514,Russian,0.9266
5515,Russian,0.9383
5516,Russian,0.8895
5517,Russian,0.8612
5518,Russian,0.9058
5519,Russian,0.9142
5520,Russian,0.8877
5521,Russian,0.9194
5522,Russian,0.8775
5523,Russian,0.8523
5524,Russian,0.9615
5525,Russian,0.9109
5526,Russian,0.9401
5527,Russian,0.8637
5528,Russian,0.9025
5529,Russian,0.832
5530,Russian,0.8868
5531,Russian,0.9435
5532,Russian,0.9027
5533,Russian,0.8856
5534,Russian,0.9287
5535,Russian,0.9264
5536,Russian,0.8745
5537,Russian,0.922
5538,Russian,0.8771
5539,Russian,0.8778
5540,Russian,0.9557
5541,Russian,0.9267
5542,Russian,0.8515
5543,Russian,0.9124
5544,Russian,0.8791
5545,Russian,0.8837
5546,Russian,0.9627
5547,Russian,0.884
5548,Russian,0.8537
5549,Russian,0.8838
5550,Russian,0.9007
5551,Russian,0.9452
5552,Russian,0.8647
5553,Russian,0.9215
5554,Russian,0.9655
5555,Russian,0.9448
5556,Russian,0.923
5557,Russian,0.9408
5558,Russian,0.9178
5559,Russian,0.9235
5560,Russian,0.9137
5561,Russian,0.8794
5562,Russian,0.9255
5563,Russian,0.9154
5564,Russian,0.7657
5565,Russian,0.9153
5566,Russian,0.8259
5567,Russian,0.9682
5568,Russian,0.8325
5569,Russian,0.9263
5570,Russian,0.8919
5571,Russian,0.9058
5572,Russian,0.9156
5573,Russian,0.793
5574,Russian,0.814
5575,Russian,0.9066
5576,Russian,0.888
5577,Russian,0.8853
5578,Russian,0.9129
5579,Russian,0.8469
5580,Russian,0.9155
5581,Russian,0.8661
5582,Russian,0.9192
5583,Russian,0.9052
5584,Russian,0.9582
5585,Russian,0.8705
5586,Russian,0.9015
5587,Russian,0.7713
5588,Russian,0.9144
5589,Russian,0.8859
5590,Russian,0.9032
5591,Russian,0.927
5592,Russian,0.929
5593,Russian,0.9138
5594,Russian,0.9044
5595,Russian,0.9463
5596,Russian,0.8769
5597,Russian,0.9158
5598,Russian,0.938
5599,Russian,0.9664
5600,Russian,0.9063
5601,Russian,0.8661
5602,Russian,0.8763
5603,Russian,0.959
5604,Russian,0.9194
5605,Russian,0.9298
5606,Russian,0.7837
5607,Russian,0.8936
5608,Russian,0.8547
5609,Russian,0.9468
5610,Russian,0.9359
5611,Russian,0.901
5612,Russian,0.8474
5613,Russian,0.9615
5614,Russian,0.9125
5615,Russian,0.8566
5616,Russian,0.8947
5617,Russian,0.9127
5618,Russian,0.9623
5619,Russian,0.9059
5620,Russian,0.9598
5621,Russian,0.9491
5622,Russian,0.9274
5623,Russian,0.9147
5624,Russian,1.0
5625,Russian,0.925
5626,Russian,0.913
5627,Russian,0.9288
5628,Russian,0.9334
5629,Russian,0.9254
5630,Russian,0.9183
5631,Russian,0.8585
5632,Russian,0.9304
5633,Russian,0.9177
5634,Russian,0.9596
5635,Russian,0.9468
5636,Russian,0.8782
5637,Russian,0.9084
5638,Russian,0.9128
5639,Russian,0.9275
5640,Russian,0.9211
5641,Russian,0.8722
5642,Russian,0.9072
5643,Russian,0.8989
5644,Russian,0.9108
5645,Russian,0.9151
5646,Russian,0.9357
5647,Russian,0.9201
5648,Russian,0.8991
5649,Russian,0.8912
5650,Russian,0.9019
5651,Russian,0.875
5652,Russian,0.9129
5653,Russian,0.9664
5654,Russian,0.9355
5655,Russian,0.9576
5656,Russian,0.8819
5657,Russian,0.9594
5658,Russian,0.9653
5659,Russian,0.9305
5660,Russian,0.9148
5661,Russian,0.918
5662,Russian,0.8335
5663,Russian,0.9022
5664,Russian,0.9456
5665,Russian,0.7796
5666,Russian,0.9452
5667,Russian,0.9284
5668,Russian,0.9262
5669,Russian,0.9106
5670,Russian,0.8243
5671,Russian,0.9303
5672,Russian,0.9141
5673,Russian,0.9599
5674,Russian,0.9327
5675,Russian,0.9196
5676,Russian,0.9225
5677,Russian,0.9692
5678,Russian,0.9058
5679,Russian,0.8871
5680,Russian,0.8878
5681,Russian,0.932
5682,Russian,0.8107
5683,Russian,0.9423
5684,Russian,0.8945
5685,Russian,0.876
5686,Russian,0.9058
5687,Russian,0.9136
5688,Russian,0.8538
5689,Russian,0.8994
5690,Russian,0.9191
5691,Russian,0.9178
5692,Russian,0.8983
5693,Russian,0.9176
5694,Russian,0.8529
5695,Russian,0.9545
5696,Russian,0.8976
5697,Russian,0.8892
5698,Russian,0.9278
5699,Russian,0.9502
5700,Russian,0.9549
5701,Russian,0.9088
5702,Russian,0.8749
5703,Russian,0.9202
5704,Russian,0.9546
5705,Russian,0.7898
5706,Russian,0.9621
5707,Russian,0.9137
5708,Russian,0.8876
5709,Russian,0.8868
5710,Russian,0.9184
5711,Russian,0.8554
5712,Russian,0.8879
5713,Russian,0.9371
5714,Russian,0.9165
5715,Russian,0.9346
5716,Russian,0.9043
5717,Russian,0.9302
5718,Russian,0.9291
5719,Russian,0.9665
5720,Russian,0.9471
5721,Russian,0.8821
5722,Russian,0.8404
5723,Russian,0.913
5724,Russian,0.9199
5725,Russian,0.9164
5726,Russian,0.9207
5727,Russian,0.8694
5728,Russian,0.9048
5729,Russian,0.9501
5730,Russian,0.9336
5731,Russian,0.8917
5732,Russian,0.7906
5733,Russian,0.8543
5734,Russian,0.905
5735,Russian,0.9203
5736,Russian,0.9168
5737,Russian,0.8492
5738,Russian,0.9645
5739,Russian,0.9275
5740,Russian,0.8409
5741,Russian,0.9652
5742,Russian,0.9208
5743,Russian,0.9524
5744,Russian,0.9454
5745,Russian,0.9637
5746,Russian,0.9164
5747,Russian,0.9468
5748,Russian,0.9183
5749,Russian,0.9093
5750,Russian,0.918
5751,Russian,0.8672
5752,Russian,0.9427
5753,Russian,0.9317
5754,Russian,0.8993
5755,Russian,0.8907
5756,Russian,0.9242
5757,Russian,0.9274
5758,Russian,0.9475
5759,Russian,0.8736
5760,Russian,0.9199
5761,Russian,0.9568
5762,Russian,0.8734
5763,Russian,0.8801
5764,Russian,0.9163
5765,Russian,0.9333
5766,Russian,0.9329
5767,Russian,0.9618
5768,Russian,0.9516
5769,Russian,0.9004
5770,Russian,0.9416
5771,Russian,0.9082
5772,Russian,0.9767
5773,Russian,0.9405
5774,Russian,0.8923
5775,Russian,0.927
5776,Russian,0.9405
5777,Russian,0.8559
5778,Russian,0.9115
5779,Russian,0.9436
5780,Russian,0.8784
5781,Russian,0.853
5782,Russian,0.9262
5783,Russian,0.864
5784,Russian,0.9125
5785,Russian,0.9095
5786,Russian,0.8827
5787,Russian,0.8984
5788,Russian,0.9359
5789,Russian,0.8983
5790,Russian,0.9089
5791,Russian,0.9281
5792,Russian,0.8514
5793,Russian,0.9289
5794,Russian,0.9027
5795,Russian,0.976
5796,Russian,0.8453
5797,Russian,0.9562
5798,Russian,0.9096
5799,Russian,0.9344
5800,Russian,0.9468
5801,Russian,0.9326
5802,Russian,0.8544
5803,Russian,0.9518
5804,Russian,0.9429
5805,Russian,0.9083
5806,Russian,0.9313
5807,Russian,0.8758
5808,Russian,0.8917
5809,Russian,0.9174
5810,Russian,0.9223
5811,Russian,0.8273
5812,Russian,0.9467
5813,Russian,0.8984
5814,Russian,0.8878
5815,Russian,0.8496
5816,Russian,0.926
5817,Russian,0.9381
5818,Russian,0.9592
5819,Russian,0.9473
5820,Russian,0.9257
5821,Russian,0.9354
5822,Russian,0.9768
5823,Russian,0.9053
5824,Russian,0.8909
5825,Russian,0.9307
5826,Russian,0.8726
5827,Russian,0.92
5828,Russian,0.9055
5829,Russian,0.9295
5830,Russian,0.8096
5831,Russian,0.9464
5832,Russian,0.922
5833,Russian,0.8387
5834,Russian,0.9293
5835,Russian,0.9082
5836,Russian,0.8513
5837,Russian,0.9484
5838,Russian,0.8022
5839,Russian,0.8761
5840,Russian,0.8977
5841,Russian,0.9235
5842,Russian,0.9366
5843,Russian,0.962
5844,Russian,0.812
5845,Russian,0.9455
5846,Russian,0.9045
5847,Russian,0.8915
5848,Russian,0.8852
5849,Russian,0.9356
5850,Russian,0.922
5851,Russian,0.9254
5852,Russian,0.8904
5853,Russian,0.8762
5854,Russian,0.8812
5855,Russian,0.9033
5856,Russian,0.9364
5857,Russian,0.9142
5858,Russian,0.9283
5859,Russian,0.865
5860,Russian,0.9176
5861,Russian,0.884
5862,Russian,0.8924
5863,Russian,0.9649
5864,Russian,0.7976
5865,Russian,0.9387
5866,Russian,0.9232
5867,Russian,0.8788
5868,Russian,0.9201
5869,Russian,0.8884
5870,Russian,0.9547
5871,Russian,0.9232
5872,Russian,0.9191
5873,Russian,0.8748
5874,Russian,0.9266
5875,Russian,0.9026
5876,Russian,0.9066
5877,Russian,0.9293
5878,Russian,0.9051
5879,Russian,0.9431
5880,Russian,0.9408
5881,Russian,0.8949
5882,Russian,0.9707
5883,Russian,0.8439
5884,Russian,0.8538
5885,Russian,0.8695
5886,Russian,0.8986
5887,Russian,0.9519
5888,Russian,0.9331
5889,Russian,0.9206
5890,Russian,0.8789
5891,Russian,0.9064
5892,Russian,0.9521
5893,Russian,0.948
5894,Russian,1.0
5895,Russian,0.7909
5896,Russian,0.9136
5897,Russian,0.9208
5898,Russian,0.8777
5899,Russian,0.9674
5900,Russian,0.9134
5901,Russian,0.9147
5902,Russian,0.9267
5903,Russian,0.8504
5904,Russian,1.0
5905,Russian,0.8825
5906,Russian,0.9204
5907,Russian,0.9417
5908,Russian,0.8866
5909,Russian,0.8727
5910,Russian,0.9442
5911,Russian,0.9444
5912,Russian,0.9036
5913,Russian,0.9391
5914,Russian,0.9408
5915,Russian,0.8922
5916,Russian,0.9289
5917,Russian,0.9359
5918,Russian,0.9145
5919,Russian,0.9433
5920,Russian,0.8506
5921,Russian,0.9663
5922,Russian,0.8113
5923,Russian,0.847
5924,Russian,0.9332
5925,Russian,0.9442
5926,Russian,0.9333
5927,Russian,0.8023
5928,Russian,0.9497
5929,Russian,0.9236
5930,Russian,0.8809
5931,Russian,0.9148
5932,Russian,0.9002
5933,Russian,0.9231
5934,Russian,0.9009
5935,Russian,0.9305
5936,Russian,0.7688
5937,Russian,0.9512
5938,Russian,0.9411
5939,Russian,0.955
5940,Russian,0.9386
5941,Russian,0.9202
5942,Russian,0.951
5943,Russian,0.9128
5944,Russian,0.9051
5945,Russian,0.8008
5946,Russian,0.9212
5947,Russian,0.8467
5948,Russian,0.7936
5949,Russian,0.8802
5950,Russian,0.8925
5951,Russian,0.7685
5952,Russian,0.9082
5953,Russian,0.8965
5954,Russian,0.9512
5955,Russian,0.9421
5956,Russian,0.8597
5957,Russian,0.9448
5958,Russian,0.9156
5959,Russian,0.9438
5960,Russian,0.9171
5961,Russian,0.8921
5962,Russian,0.9015
5963,Russian,0.9619
5964,Russian,0.8662
5965,Russian,0.7961
5966,Russian,0.9021
5967,Russian,0.9077
5968,Russian,0.9478
5969,Russian,0.9552
5970,Russian,0.8843
5971,Russian,0.9529
5972,Russian,0.9164
5973,Russian,0.9527
5974,Russian,0.9147
5975,Russian,0.9236
5976,Russian,0.8675
5977,Russian,0.8004
5978,Russian,0.9444
5979,Russian,0.914
5980,Russian,0.8609
5981,Russian,0.9676
5982,Russian,0.8911
5983,Russian,0.9282
5984,Russian,0.9232
5985,Russian,0.9314
5986,Russian,0.9548
5987,Russian,0.9447
5988,Russian,0.9233
